Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Illinois,Nursing home/long term care facility,38,1588,50,,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Illinois,Other,,640,11,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,04/01/2022,04/30/2022,By Month,2022,4,Illinois,Place of death unknown,0,0,0,0,0,0,
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Illinois,Total - All Places of Death,272,9197,499,104,14,679,
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Illinois,"Healthcare setting, inpatient",146,2677,355,73,,435,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Illinois,"Healthcare setting, outpatient or emergency room",17,659,24,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Illinois,"Healthcare setting, dead on arrival",0,17,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Illinois,Decedent's home,44,3280,41,11,,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Illinois,Hospice facility,10,386,16,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Illinois,Nursing home/long term care facility,37,1498,56,10,,84,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Illinois,Other,18,680,,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,05/01/2022,05/31/2022,By Month,2022,5,Illinois,Place of death unknown,0,0,0,0,0,0,
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Illinois,Total - All Places of Death,322,8931,520,112,,733,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Illinois,"Healthcare setting, inpatient",150,2699,373,81,,444,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Illinois,"Healthcare setting, outpatient or emergency room",14,609,19,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Illinois,"Healthcare setting, dead on arrival",0,20,0,0,0,0,
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Illinois,Decedent's home,63,3018,52,14,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Illinois,Hospice facility,11,363,15,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Illinois,Nursing home/long term care facility,73,1559,44,,0,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Illinois,Other,11,663,17,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,06/01/2022,06/30/2022,By Month,2022,6,Illinois,Place of death unknown,0,0,0,0,0,0,
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Illinois,Total - All Places of Death,380,9269,533,129,,786,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Illinois,"Healthcare setting, inpatient",170,2726,367,91,,448,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Illinois,"Healthcare setting, outpatient or emergency room",20,690,14,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Illinois,"Healthcare setting, dead on arrival",0,16,0,0,0,0,
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Illinois,Decedent's home,76,3121,60,11,0,125,
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Illinois,Hospice facility,20,391,24,,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Illinois,Nursing home/long term care facility,75,1612,56,16,0,115,
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Illinois,Other,19,713,12,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,07/01/2022,07/31/2022,By Month,2022,7,Illinois,Place of death unknown,0,0,0,0,0,0,
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Illinois,Total - All Places of Death,405,9295,545,163,,788,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Illinois,"Healthcare setting, inpatient",196,2704,382,106,0,472,
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Illinois,"Healthcare setting, outpatient or emergency room",23,643,14,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Illinois,"Healthcare setting, dead on arrival",0,12,0,0,0,0,
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Illinois,Decedent's home,62,3141,60,20,0,102,
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Illinois,Hospice facility,12,375,17,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Illinois,Nursing home/long term care facility,85,1688,62,25,0,122,
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Illinois,Other,27,732,10,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,08/01/2022,08/31/2022,By Month,2022,8,Illinois,Place of death unknown,0,0,0,0,0,0,
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Illinois,Total - All Places of Death,345,8997,506,115,0,736,
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Illinois,"Healthcare setting, inpatient",165,2598,369,82,0,452,
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Illinois,"Healthcare setting, outpatient or emergency room",17,645,20,,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Illinois,"Healthcare setting, dead on arrival",0,21,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Illinois,Decedent's home,63,3012,31,10,0,84,
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Illinois,Hospice facility,11,397,23,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Illinois,Nursing home/long term care facility,74,1617,50,16,0,108,
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Illinois,Other,15,707,12,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,09/01/2022,09/30/2022,By Month,2022,9,Illinois,Place of death unknown,0,0,0,0,0,0,
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Illinois,Total - All Places of Death,312,9855,597,116,,799,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Illinois,"Healthcare setting, inpatient",140,2859,418,78,,486,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Illinois,"Healthcare setting, outpatient or emergency room",20,744,26,,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Illinois,"Healthcare setting, dead on arrival",,16,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Illinois,Decedent's home,48,3188,53,,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Illinois,Hospice facility,18,414,32,,0,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Illinois,Nursing home/long term care facility,68,1855,54,17,0,105,
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Illinois,Other,17,779,13,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,10/01/2022,10/31/2022,By Month,2022,10,Illinois,Place of death unknown,0,0,0,0,0,0,
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Illinois,Total - All Places of Death,312,9940,640,115,42,877,
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Illinois,"Healthcare setting, inpatient",129,2929,439,73,26,519,
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Illinois,"Healthcare setting, outpatient or emergency room",11,761,15,,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Illinois,"Healthcare setting, dead on arrival",0,20,0,0,0,0,
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Illinois,Decedent's home,64,3397,64,21,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Illinois,Hospice facility,17,382,34,,0,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Illinois,Nursing home/long term care facility,76,1742,73,14,,139,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Illinois,Other,15,709,15,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,11/01/2022,11/30/2022,By Month,2022,11,Illinois,Place of death unknown,0,0,0,0,0,0,
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Illinois,Total - All Places of Death,474,10998,814,166,160,1274,
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Illinois,"Healthcare setting, inpatient",253,3462,576,114,103,813,
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Illinois,"Healthcare setting, outpatient or emergency room",20,795,24,,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Illinois,"Healthcare setting, dead on arrival",,26,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Illinois,Decedent's home,73,3601,84,17,14,154,
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Illinois,Hospice facility,16,397,30,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Illinois,Nursing home/long term care facility,88,1886,86,23,28,177,
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Illinois,Other,23,831,14,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,12/01/2022,12/31/2022,By Month,2022,12,Illinois,Place of death unknown,0,0,0,0,0,0,
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Illinois,Total - All Places of Death,432,10146,699,160,59,1026,
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Illinois,"Healthcare setting, inpatient",213,3082,469,102,40,618,
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Illinois,"Healthcare setting, outpatient or emergency room",25,708,27,,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Illinois,"Healthcare setting, dead on arrival",0,14,0,0,0,0,
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Illinois,Decedent's home,72,3335,71,21,,127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Illinois,Hospice facility,19,379,26,,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Illinois,Nursing home/long term care facility,84,1889,90,23,11,161,
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Illinois,Other,19,739,16,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,01/01/2023,01/31/2023,By Month,2023,1,Illinois,Place of death unknown,0,0,0,0,0,0,
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Illinois,Total - All Places of Death,243,8781,507,90,,668,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Illinois,"Healthcare setting, inpatient",116,2574,343,65,,398,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Illinois,"Healthcare setting, outpatient or emergency room",13,651,22,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Illinois,"Healthcare setting, dead on arrival",,10,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Illinois,Decedent's home,39,2943,44,,0,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Illinois,Hospice facility,18,350,27,,0,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/28/2023,02/01/2023,02/28/2023,By Month,2023,2,Illinois,Nursing home/long term care facility,47,1593,59,,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
